id,name,kind,unit,location,subgraph_id
11029,hydrogen sulfide,elementary,,,1
11030,SULFUR,elementary,,,1
11031,Thidiazuron,elementary,,,1
11032,"Propene, 1,3-dichloro-",elementary,,,1
11033,N-NITROSO-N-ETHYLUREA,elementary,,,1
11034,Quintozene,elementary,,,1
11035,"particulates, < 2.5 um",elementary,,,1
11036,3-Iodo-2-propynyl butylcarbamate,elementary,,,1
11037,MSMA,elementary,,,1
11038,catechol,elementary,,,1
11039,Fluroxypyr,elementary,,,1
11040,QUIZALOFOP-P-ETHYL,elementary,,,1
11041,COPPER RESINATE,elementary,,,1
11042,BOSCALID,elementary,,,1
11043,"2-Chloro-1,1,1-trifluoroethane",elementary,,,1
11044,CYAZOFAMID,elementary,,,1
11045,Bisphenol A,elementary,,,1
11046,CALCIUM POLYSULFIDE,elementary,,,1
11047,"S,S,S-tributyl phosphorotrithioate",elementary,,,1
11048,hydrogen fluoride,elementary,,,1
11049,"2,4-Diaminotoluene",elementary,,,1
11050,INDAZIFLAM,elementary,,,1
11051,PROTHIOCONAZOLE,elementary,,,1
11052,Starane,elementary,,,1
11053,"Benzene, pentachloro-",elementary,,,1
11054,METALDEHYDE (TETRAMER),elementary,,,1
11055,3-methylcholanthrene,elementary,,,1
11056,fluoranthene,elementary,,,1
11057,Ethoprop,elementary,,,1
11058,Feldspar,elementary,,,1
11059,BISPYRIBAC-SODIUM,elementary,,,1
11060,Quintozene,elementary,,,1
11061,Sethoxydim,elementary,,,1
11062,"2,2-BIS(4-HYDROXY-3,5-DIBROMOPHENYL)PROPANE",elementary,,,1
11063,"Occupation, traffic area, road network",elementary,,,1
11064,Phorate,elementary,,,1
11065,QUINCLORAC DIMETHYLAMINE SALT,elementary,,,1
11066,formic acid,elementary,,,1
11067,Difenoconazole,elementary,,,1
11068,"1,1,1,2-Tetrachloroethane",elementary,,,1
11069,IMAZAQUIN,elementary,,,1
11070,THIACLOPRID,elementary,,,1
11071,THIFENSULFURON,elementary,,,1
11072,"Ethane, pentafluoro-, HFC-125",elementary,,,1
11073,Methomyl,elementary,,,1
11074,furan,elementary,,,1
11075,Simazine,elementary,,,1
11076,propargyl alcohol,elementary,,,1
11077,benzene,elementary,,,1
11078,DIAMINOTOLUENES,elementary,,,1
11079,PARAQUAT DICHLORIDE,elementary,,,1
11080,Fomesafen,elementary,,,1
11081,Titanium,elementary,,,1
11082,"3,3'-DICHLOROBENZIDINE DIHYDROCHLORIDE",elementary,,,1
11083,manganese,elementary,,,1
11084,Nitrobenzene,elementary,,,1
11085,Metalaxyl-M,elementary,,,1
11086,bromodichloromethane,elementary,,,1
11087,Propargite,elementary,,,1
11088,"Ethene, chloro-",elementary,,,1
11089,Metalaxyl-M,elementary,,,1
11090,Cyclanilide,elementary,,,1
11091,Hexythiazox,elementary,,,1
11092,NITROMETHANE,elementary,,,1
11093,terbacil,elementary,,,1
11094,"1,4-DICHLORO-2-BUTENE",elementary,,,1
11095,antimony,elementary,,,1
11096,"NAA, POTASSIUM SALT",elementary,,,1
11097,resmethrin,elementary,,,1
11098,Dodine,elementary,,,1
11099,CLORANSULAM-METHYL,elementary,,,1
11100,Buprofezin,elementary,,,1
11101,benz[a]anthracene,elementary,,,1
11102,Xylene,elementary,,,1
11103,FLUTRIAFOL,elementary,,,1
11104,SPINETORAM-L,elementary,,,1
11105,Bromoxynil,elementary,,,1
11106,CHLORANTRANILIPROLE,elementary,,,1
11107,Propargite,elementary,,,1
11108,Naled,elementary,,,1
11109,Triasulfuron,elementary,,,1
11110,2-chlorophenol,elementary,,,1
11111,Acrylonitrile,elementary,,,1
11112,Methidathion,elementary,,,1
11113,ALUMINUM OXIDE,elementary,,,1
11114,MONOCARBAMIDE DIHYD.,elementary,,,1
11115,Metalaxyl-M,elementary,,,1
11116,CGA 245704,elementary,,,1
11117,MEPIQUAT PENTABORATE,elementary,,,1
11118,AMETOCTRADIN,elementary,,,1
11119,Diuron,elementary,,,1
11120,Tebuconazole,elementary,,,1
11121,Carbaryl,elementary,,,1
11122,Dimethipin,elementary,,,1
11123,TETRADECANOL,elementary,,,1
11124,Propiconazole,elementary,,,1
11125,allylamine,elementary,,,1
11126,Thiabendazole,elementary,,,1
11127,Diazinon,elementary,,,1
11128,ACRYLAMIDE,elementary,,,1
11129,4-CHLOROANILINE,elementary,,,1
11130,ETHYLENETHIOUREA,elementary,,,1
11131,"1,4-dioxane",elementary,,,1
11132,DODECADIEN-1-OL,elementary,,,1
11133,Tefluthrin,elementary,,,1
11134,"(2,4-DICHLOROPHENOXY)ACETIC ACID COMPD. WITH 2,2-IMINOBIS[ETHANOL] (1:1)",elementary,,,1
11135,copper,elementary,,,1
11136,Tebuconazole,elementary,,,1
11137,FLUTRIAFOL,elementary,,,1
11138,4-nitrophenol,elementary,,,1
11139,ethylenediaminetetraacetic acid,elementary,,,1
11140,EPTC,elementary,,,1
11141,Pyrimethanil,elementary,,,1
11142,PYROXSULAM,elementary,,,1
11143,NOVALURON,elementary,,,1
11144,PETROLEUM DISTILLATE,elementary,,,1
11145,sodium dimethyldithiocarbamate,elementary,,,1
11146,Fluazinam,elementary,,,1
11147,Clethodim,elementary,,,1
11148,IMAZAPIC,elementary,,,1
11149,THIAMETHOXAM,elementary,,,1
11150,naphthalene,elementary,,,1
11151,ZINC PHOSPHIDE,elementary,,,1
11152,TRIFLOXYSTROBIN,elementary,,,1
11153,benzene,elementary,,,1
11154,lead,elementary,,,1
11155,Thioacetamide,elementary,,,1
11156,ALUMINUM OXIDE,elementary,,,1
11157,Flumiclorac-pentyl,elementary,,,1
11158,Thiram,elementary,,,1
11159,OXYTETRACYCLINE CALC,elementary,,,1
11160,cobalt,elementary,,,1
11161,"Phthalate, dioctyl-",elementary,,,1
11162,"Methane, tetrafluoro-, R-14",elementary,,,1
11163,QUINOLINE,elementary,,,1
11164,Pendimethalin,elementary,,,1
11165,Dichlobenil,elementary,,,1
11166,(4-CHLORO-2-METHYLPHENOXY)ACETIC ACID COMPD. WITH N-METHYLMETHANAMINE (1:1),elementary,,,1
11167,Cyromazine,elementary,,,1
11168,ZETA-CYPERMETHRIN,elementary,,,1
11169,Tribenuron-methyl,elementary,,,1
11170,"1,2,4-trimethylbenzene",elementary,,,1
11171,Benzo(b)fluoranthene,elementary,,,1
11172,"7-OXABICYCLO[2,2,1]HEPTANE-2,3-DICARBOXYLIC ACID, DIPOTASSIUM SALT",elementary,,,1
11173,"Phthalate, dibutyl-",elementary,,,1
11174,PROPOXYCARBAZONE-SOD,elementary,,,1
11175,Sulfur hexafluoride,elementary,,,1
11176,Propanal,elementary,,,1
11177,STREPTOMYCIN SULFATE,elementary,,,1
11178,Difenoconazole,elementary,,,1
11179,Dichlobenil,elementary,,,1
11180,SODIUM CHLORATE,elementary,,,1
11181,"Water, fresh",elementary,,,1
11182,"Occupation, mineral extraction site",elementary,,,1
11183,BROMODICHLOROMETHANE,elementary,,,1
11184,Dicofol,elementary,,,1
11185,Vinyl acetate,elementary,,,1
11186,"Ethene, trichloro-",elementary,,,1
11187,DICHLOROPROPENE,elementary,,,1
11188,HCFC-132b,elementary,,,1
11189,"2,4-D, SODIUM SALT",elementary,,,1
11190,Peat,elementary,,,1
11191,Carbon disulfide,elementary,,,1
11192,METHANONE,elementary,,,1
11193,ZIRAM,elementary,,,1
11194,BENSULIDE,elementary,,,1
11195,2-NITROPROPANE,elementary,,,1
11196,OXYTETRACYCLINE CALC,elementary,,,1
11197,Potassium,elementary,,,1
11198,Cyclanilide,elementary,,,1
11199,phenol,elementary,,,1
11200,2-(2-ETHOXYETHOXY) ETHYL ACETATE,elementary,,,1
11201,COPPER OXYCHLORIDE,elementary,,,1
11202,Methyl acrylate,elementary,,,1
11203,chlorine,elementary,,,1
11204,Polychlorinated biphenyls,elementary,,,1
11205,"Water, saline",elementary,,,1
11206,Imidacloprid,elementary,,,1
11207,COPPER RESINATE,elementary,,,1
11208,dicyclopentadiene,elementary,,,1
11209,ACIFLUORFEN-SODIUM,elementary,,,1
11210,Dihydrosafrole,elementary,,,1
11211,aluminum-phosphide,elementary,,,1
11212,THIAMETHOXAM,elementary,,,1
11213,Propoxur,elementary,,,1
11214,"Cresol, o-",elementary,,,1
11215,"Occupation, permanent crop, fruit, intensive",elementary,,,1
11216,toluene,elementary,,,1
11217,"2,4-D, DIMETHYLAMINE SALT",elementary,,,1
11218,"Benzo(b,j,k)fluoranthene",elementary,,,1
11219,ACIFLUORFEN-SODIUM,elementary,,,1
11220,Nitrobenzene,elementary,,,1
11221,terbacil,elementary,,,1
11222,PHOSPHOROUS ACID,elementary,,,1
11223,Maleic hydrazide,elementary,,,1
11224,PYROXSULAM,elementary,,,1
11225,Myclobutanil,elementary,,,1
11226,ORTHOSULFAMURON,elementary,,,1
11227,Hydrazine,elementary,,,1
11228,Trifluralin,elementary,,,1
11229,"Hydrocarbons, aromatic",elementary,,,1
11230,Polychlorinated biphenyls,elementary,,,1
11231,COPPER HYDROXIDE,elementary,,,1
11232,TETRACONAZOLE,elementary,,,1
11233,Chloroform,elementary,,,1
11234,t-Butyl methyl ether,elementary,,,1
11235,Propanil,elementary,,,1
11236,Nicosulfuron,elementary,,,1
11237,"Benzene, ethyl-",elementary,,,1
11238,"Methane, bromo-, Halon 1001",elementary,,,1
11239,ACETAMIPRID,elementary,,,1
11240,Diethylene glycol butyl ether,elementary,,,1
11241,Flumiclorac-pentyl,elementary,,,1
11242,DIMETHENAMID-P,elementary,,,1
11243,methylene diphenyl diisocyanate,elementary,,,1
11244,"2,4/2,6-toluenediisocyanate (mixture)",elementary,,,1
11245,COPPER SULFATE,elementary,,,1
11246,Dodine,elementary,,,1
11247,"1,4-BENZOQUINONE",elementary,,,1
11248,Nicosulfuron,elementary,,,1
11249,Fluometuron,elementary,,,1
11250,"IMAZETHAPYR, AMMON.",elementary,,,1
11251,Chlorothalonil,elementary,,,1
11252,PICOXYSTROBIN,elementary,,,1
11253,Mica,elementary,,,1
11254,Azoxystrobin,elementary,,,1
11255,dimethyl formamide,elementary,,,1
11256,Bis(2-chloroethyl)ether,elementary,,,1
11257,NABAM,elementary,,,1
11258,HYDROGEN SULFIDE,elementary,,,1
11259,"NEEM OIL, CLAR. HYD.",elementary,,,1
11260,"methane, dichloro-, hcc-30",elementary,,,1
11261,Dimethylamine,elementary,,,1
11262,o-toluidine,elementary,,,1
11263,Fluazifop-p-butyl,elementary,,,1
11264,ETOXAZOLE,elementary,,,1
11265,TRIFLOXYSULFURON-SOD,elementary,,,1
11266,Pumice,elementary,,,1
11267,ethylene oxide,elementary,,,1
11268,Indoxacarb,elementary,,,1
11269,"2,4-DB",elementary,,,1
11270,"Methane, dichlorodifluoro-, CFC-12",elementary,,,1
11271,Triasulfuron,elementary,,,1
11272,PHENYTOIN,elementary,,,1
11273,NITROGLYCERIN,elementary,,,1
11274,selenium,elementary,,,1
11275,Phosmet,elementary,,,1
11276,Bromine,elementary,,,1
11277,"NAA, AMMONIUM SALT",elementary,,,1
11278,Ethylene glycol monoethyl ether,elementary,,,1
11279,Ethofumesate,elementary,,,1
11280,"1,2-phenylenediamine",elementary,,,1
11281,Tribenuron-methyl,elementary,,,1
11282,PYRIDINE,elementary,,,1
11283,TRALKOXYDIM,elementary,,,1
11284,Methoxychlor,elementary,,,1
11285,BIFENAZATE,elementary,,,1
11286,DIMETHENAMID-P,elementary,,,1
11287,ACRYLAMIDE,elementary,,,1
11288,Chlorsulfuron,elementary,,,1
11289,Urethane,elementary,,,1
11290,THIFENSULFURON,elementary,,,1
11291,2-Propanol,elementary,,,1
11292,THIFENSULFURON,elementary,,,1
11293,DMTT (DAZOMET),elementary,,,1
11294,ZINC PHOSPHIDE,elementary,,,1
11295,maleic anhydride,elementary,,,1
11296,Propylene oxide,elementary,,,1
11297,Chloropicrin,elementary,,,1
11298,Imazethapyr,elementary,,,1
11299,2-methylnaphthalene,elementary,,,1
11300,DICHLOROPROPENE,elementary,,,1
11301,"Propene, 1,3-dichloro-",elementary,,,1
11302,"Benzo(g,h,i)perylene",elementary,,,1
11303,Benzyl chloride,elementary,,,1
11304,Thiophanat-methyl,elementary,,,1
11305,Pendimethalin,elementary,,,1
11306,"1H-PURIN-6-AMINE, N-(PHENYLMETHYL)-",elementary,,,1
11307,"Benzo(g,h,i)perylene",elementary,,,1
11308,Esfenvalerate,elementary,,,1
11309,Fluroxypyr,elementary,,,1
11310,Dicloran,elementary,,,1
11311,"Ethene, tetrachloro-",elementary,,,1
11312,Tribenuron-methyl,elementary,,,1
11313,Bensulfuron methyl ester,elementary,,,1
11314,Cyprodinil,elementary,,,1
11315,acetaldehyde,elementary,,,1
11316,CLOFENTEZINE,elementary,,,1
11317,"Butane, perfluorocyclo-, PFC-318",elementary,,,1
11318,methanol,elementary,,,1
11319,CHLORIMURON ETHYL,elementary,,,1
11320,4-CHLOROANILINE,elementary,,,1
11321,p-phenylenediamine,elementary,,,1
11322,GIBBERELLINS A4A7,elementary,,,1
11323,DIFLUFENZOPYR-SODIUM,elementary,,,1
11324,THIAMETHOXAM,elementary,,,1
11325,Thiodicarb,elementary,,,1
11326,Benzo(a)anthracene,elementary,,,1
11327,Sodium carbonate,elementary,,,1
11328,DICAMBA SODIUM SALT,elementary,,,1
11329,Benzo(k)fluoranthene,elementary,,,1
11330,"2,4-D, ISOOCTYL ESTER",elementary,,,1
11331,Methidathion,elementary,,,1
11332,NITROGLYCERIN,elementary,,,1
11333,Ametryn,elementary,,,1
11334,CHLOROPRENE,elementary,,,1
11335,PROTHIOCONAZOLE,elementary,,,1
11336,FENAMIDONE,elementary,,,1
11337,"Chrysene, 5-methyl-",elementary,,,1
11338,2-METHOXYETHANOL,elementary,,,1
11339,Methyl iodide,elementary,,,1
11340,Fosetyl Al,elementary,,,1
11341,Quintozene,elementary,,,1
11342,Cymoxanil,elementary,,,1
11343,Acrolein,elementary,,,1
11344,butadiene,elementary,,,1
11345,"NAA, AMMONIUM SALT",elementary,,,1
11346,Permethrin,elementary,,,1
11347,MINERAL OIL,elementary,,,1
11348,Fluazifop-p-butyl,elementary,,,1
11349,HYDROLYZATE,elementary,,,1
11350,CYAZOFAMID,elementary,,,1
11351,Sulfentrazone,elementary,,,1
11352,PRIMISULFURON-METHYL,elementary,,,1
11353,SULFOXAFLOR,elementary,,,1
11354,Glufosinate-ammonium,elementary,,,1
11355,"Methane, trichlorofluoro-, CFC-11",elementary,,,1
11356,NITROGLYCERIN,elementary,,,1
11357,"Energy, wind",elementary,,,1
11358,TOLFENPYRAD,elementary,,,1
11359,hexazinone,elementary,,,1
11360,o-Xylene,elementary,,,1
11361,Imazamox,elementary,,,1
11362,METALDEHYDE (TETRAMER),elementary,,,1
11363,Chrysene,elementary,,,1
11364,Dicrotophos,elementary,,,1
11365,Epichlorohydrin,elementary,,,1
11366,Limestone,elementary,,,1
11367,Hexane,elementary,,,1
11368,Cyclohexane,elementary,,,1
11369,Nitrogen,elementary,,,1
11370,QUINCLORAC DIMETHYLAMINE SALT,elementary,,,1
11371,PYROXASULFONE,elementary,,,1
11372,Hexachlorocyclopentadiene,elementary,,,1
11373,FLUCARBAZONE-SODIUM,elementary,,,1
11374,cumene,elementary,,,1
11375,Dimethenamid,elementary,,,1
11376,"toluene-2,4-diisocyante",elementary,,,1
11377,Isoxaflutole,elementary,,,1
11378,DIMETHYL TETRACHLOROTEREPHTHALATE,elementary,,,1
11379,METHOXYFENOZIDE,elementary,,,1
11380,propanal,elementary,,,1
11381,Pyriproxyfen,elementary,,,1
11382,Bentazone,elementary,,,1
11383,TEMBOTRIONE,elementary,,,1
11384,DODECANOL,elementary,,,1
11385,SPIRODICLOFEN,elementary,,,1
11386,"METHYLCARBAMODITHIOIC ACID, MONOPOTASSIUM SALT",elementary,,,1
11387,Dimethylamine,elementary,,,1
11388,"Occupation, urban, discontinuously built",elementary,,,1
11389,"4,4'-METHYLENEDIANILINE",elementary,,,1
11390,Bisphenol A,elementary,,,1
11391,Thidiazuron,elementary,,,1
11392,Oxamyl,elementary,,,1
11393,barium,elementary,,,1
11394,Pronamide,elementary,,,1
11395,THIACLOPRID,elementary,,,1
11396,HYDROLYZATE,elementary,,,1
11397,FLUBENDIAMIDE,elementary,,,1
11398,FLUOPICOLIDE,elementary,,,1
11399,Chlorimuron-ethyl,elementary,,,1
11400,m-cresol,elementary,,,1
11401,Mepiquat chloride,elementary,,,1
11402,phenol,elementary,,,1
11403,CYFLUFENAMID,elementary,,,1
11404,"1,4-dioxane",elementary,,,1
11405,"Propene, 1,3-dichloro-",elementary,,,1
11406,MESOSULFURON-METHYL,elementary,,,1
11407,vanadium,elementary,,,1
11408,Ametryn,elementary,,,1
11409,"PHENOL,2,2'-METHYLENEBIS 4-CHLORO-",elementary,,,1
11410,"Occupation, pasture and meadow",elementary,,,1
11411,propargyl alcohol,elementary,,,1
11412,PINOXADEN,elementary,,,1
11413,HYDROGEN SULFIDE,elementary,,,1
11414,SEC-BUTYL ALCOHOL,elementary,,,1
11415,METRAFENONE,elementary,,,1
11416,"1,3-PROPANEDIOL, 2,2-BIS(BRME)-",elementary,,,1
11417,1-Naphthaleneacetamide,elementary,,,1
11418,HCFC-253,elementary,,,1
11419,Asbestos,elementary,,,1
11420,dibenzofuran,elementary,,,1
11421,Fludioxonil,elementary,,,1
11422,"1,2-DICHLOROETHYLENE",elementary,,,1
11423,Sulfur,elementary,,,1
11424,THIOSEMICARBAZIDE,elementary,,,1
11425,Alachlor,elementary,,,1
11426,2-METHOXYETHANOL,elementary,,,1
11427,"(2,4-DICHLOROPHENOXY)ACETIC ACID COMPD. WITH 2,2-IMINOBIS[ETHANOL] (1:1)",elementary,,,1
11428,CGA 245704,elementary,,,1
11429,COPPER OCTANOATE,elementary,,,1
11430,CUPRAMMONIUM ACETATE,elementary,,,1
11431,GIBBERELLINS A4A7,elementary,,,1
11432,Xylene,elementary,,,1
11433,FLUTHIACET-METHYL,elementary,,,1
11434,"1,4-dinitrobenzene",elementary,,,1
11435,STREPTOMYCIN SULFATE,elementary,,,1
11436,Sulfuric acid,elementary,,,1
11437,Zinc,elementary,,,1
11438,Dimethylamine,elementary,,,1
11439,"[1,1'-BIPHENYL]-4,4'-DIAMINE, 3,3'-DIMETHOXY-, DIHYDROCHLORIDE",elementary,,,1
11440,C.I. SOLVENT YELLOW 34,elementary,,,1
11441,Phosmet,elementary,,,1
11442,PYRAFLUFEN-ETHYL,elementary,,,1
11443,FLUTRIAFOL,elementary,,,1
11444,S-ABSCISIC ACID,elementary,,,1
11445,ACIFLUORFEN-SODIUM,elementary,,,1
11446,Biphenyl,elementary,,,1
11447,Oxyfluorfen,elementary,,,1
11448,N-Nitrosodipropylamine,elementary,,,1
11449,benzo(a)pyrene,elementary,,,1
11450,Sulfentrazone,elementary,,,1
11451,"Phthalate, dimethyl-",elementary,,,1
11452,Ethephon,elementary,,,1
11453,"Methane, monochloro-, R-40",elementary,,,1
11454,Fenarimol,elementary,,,1
11455,methyl isothiocyanate,elementary,,,1
11456,Naphthalene,elementary,,,1
11457,CHLORANTRANILIPROLE,elementary,,,1
11458,PICOXYSTROBIN,elementary,,,1
11459,3-CHLORO-2-METHYLPROPENE,elementary,,,1
11460,N-METHYL-N-NITROSOUREA,elementary,,,1
11461,MONO-POTASSIUM SALT,elementary,,,1
11462,"2,4,5,2',5'-PENTACHLOROBIPHENYL",elementary,,,1
11463,Myclobutanil,elementary,,,1
11464,Fenarimol,elementary,,,1
11465,COPPER OCTANOATE,elementary,,,1
11466,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124",elementary,,,1
11467,CATECHOL,elementary,,,1
11468,Methamidophos,elementary,,,1
11469,Monochloroethane,elementary,,,1
11470,BENEFIN,elementary,,,1
11471,SPIRODICLOFEN,elementary,,,1
11472,Glyphosate-isopropylammonium,elementary,,,1
11473,2-Acetylaminofluorene,elementary,,,1
11474,TOPRAMEZONE,elementary,,,1
11475,SODIUM CHLORATE,elementary,,,1
11476,Sand and gravel,elementary,,,1
11477,HCFC-142b,elementary,,,1
11478,Chlorothalonil,elementary,,,1
11479,"2,3,4'-TRICHLOROBIPHENYL",elementary,,,1
11480,FENPYROXIMATE,elementary,,,1
11481,IMAZAPIC-AMMONIUM,elementary,,,1
11482,selenium,elementary,,,1
11483,POTASSIUM PHOSPHATE,elementary,,,1
11484,"2,4/2,6-toluenediisocyanate (mixture)",elementary,,,1
11485,THIENCARBAZONE-METHY,elementary,,,1
11486,Hexachlorocyclopentadiene,elementary,,,1
11487,Flumioxazin,elementary,,,1
11488,Dicloran,elementary,,,1
11489,Bifenthrin,elementary,,,1
11490,METHANONE,elementary,,,1
11491,"2,4-D",elementary,,,1
11492,"2,4-D",elementary,,,1
11493,acenaphthylene,elementary,,,1
11494,Acephate,elementary,,,1
11495,Acephate,elementary,,,1
11496,Acetochlor,elementary,,,1
11497,Acetochlor,elementary,,,1
11498,Alachlor,elementary,,,1
11499,Alachlor,elementary,,,1
11500,Aldicarb,elementary,,,1
11501,Aldicarb,elementary,,,1
11502,ammonia,elementary,,,1
11503,Atrazine,elementary,,,1
11504,Atrazine,elementary,,,1
11505,Azinphos-methyl,elementary,,,1
11506,Azinphos-methyl,elementary,,,1
11507,Bentazone,elementary,,,1
11508,Bentazone,elementary,,,1
11509,"benzene, chloro-",elementary,,,1
11510,Carbaryl,elementary,,,1
11511,Carbaryl,elementary,,,1
11512,Chlorothalonil,elementary,,,1
11513,Chlorothalonil,elementary,,,1
11514,Chlorpyrifos,elementary,,,1
11515,Chlorpyrifos,elementary,,,1
11516,chromium,elementary,,,1
11517,Clomazone,elementary,,,1
11518,Clomazone,elementary,,,1
11519,Diazinon,elementary,,,1
11520,Diazinon,elementary,,,1
11521,Dicamba,elementary,,,1
11522,Dicamba,elementary,,,1
11523,Dimethenamid,elementary,,,1
11524,Dimethenamid,elementary,,,1
11525,Diuron,elementary,,,1
11526,Diuron,elementary,,,1
11527,Endosulfan,elementary,,,1
11528,Endosulfan,elementary,,,1
11529,Ethalfluralin,elementary,,,1
11530,Ethalfluralin,elementary,,,1
11531,Ethephon,elementary,,,1
11532,Ethephon,elementary,,,1
11533,Ethoprop,elementary,,,1
11534,Ethoprop,elementary,,,1
11535,Fluometuron,elementary,,,1
11536,Fluometuron,elementary,,,1
11537,Glyphosate,elementary,,,1
11538,Linuron,elementary,,,1
11539,Linuron,elementary,,,1
11540,Malathion,elementary,,,1
11541,Malathion,elementary,,,1
11542,Mancozeb,elementary,,,1
11543,Mancozeb,elementary,,,1
11544,"Methane, monochloro-, R-40",elementary,,,1
11545,Metolachlor,elementary,,,1
11546,Metolachlor,elementary,,,1
11547,Metribuzin,elementary,,,1
11548,Metribuzin,elementary,,,1
11549,nickel,elementary,,,1
11550,Norflurazon,elementary,,,1
11551,Norflurazon,elementary,,,1
11552,Oxamyl,elementary,,,1
11553,Oxamyl,elementary,,,1
11554,Paraquat,elementary,,,1
11555,Paraquat,elementary,,,1
11556,Pendimethalin,elementary,,,1
11557,Pendimethalin,elementary,,,1
11558,Permethrin,elementary,,,1
11559,Permethrin,elementary,,,1
11560,Phorate,elementary,,,1
11561,Phorate,elementary,,,1
11562,"phthalate, dioctyl-",elementary,,,1
11563,Prometryn,elementary,,,1
11564,Prometryn,elementary,,,1
11565,Propanil,elementary,,,1
11566,Propanil,elementary,,,1
11567,silver,elementary,,,1
11568,Simazine,elementary,,,1
11569,Simazine,elementary,,,1
11570,Sulfuric acid,elementary,,,1
11571,Terbufos,elementary,,,1
11572,Terbufos,elementary,,,1
11573,Thiobencarb,elementary,,,1
11574,Thiobencarb,elementary,,,1
11575,Trifluralin,elementary,,,1
11576,Trifluralin,elementary,,,1
11577,vanadium,elementary,,,1
11578,diisocyanates,elementary,,,1
11579,MANDIPROPAMIDE TECHN,elementary,,,1
11580,Propene,elementary,,,1
11581,PINOXADEN,elementary,,,1
11582,Decabromodiphenyl oxide,elementary,,,1
11583,"2,6-XYLIDINE",elementary,,,1
11584,Zinc,elementary,,,1
11585,Cycloate,elementary,,,1
11586,pentachlorophenol,elementary,,,1
11587,ISODRIN,elementary,,,1
11588,Alachlor,elementary,,,1
11589,"C,I, DIRECT BLACK 38",elementary,,,1
11590,1-METHYLNAPTHALENE,elementary,,,1
11591,"S,S,S-tributyl phosphorotrithioate",elementary,,,1
11592,"METHYLCARBAMODITHIOIC ACID, MONOPOTASSIUM SALT",elementary,,,1
11593,Chloroform,elementary,,,1
11594,"1,2-DICHLOROBENZENE",elementary,,,1
11595,Thidiazuron,elementary,,,1
11596,FENBUTATIN-OXIDE,elementary,,,1
11597,Metiram,elementary,,,1
11598,Vinyl acetate,elementary,,,1
11599,DIAMINOTOLUENES,elementary,,,1
11600,Propiconazole,elementary,,,1
11601,formaldehyde,elementary,,,1
11602,"Benzene, hexachloro-",elementary,,,1
11603,FLUOXASTROBIN,elementary,,,1
11604,CHLORONAPHTHALENE,elementary,,,1
11605,Cresol,elementary,,,1
11606,anilazine,elementary,,,1
11607,Anthracene,elementary,,,1
11608,HYDROGEN PEROXIDE,elementary,,,1
11609,lead,elementary,,,1
11610,Dimethoxy methane,elementary,,,1
11611,5-NITRO-O-TOLUIDINE,elementary,,,1
11612,PENTOBARBITAL SODIUM,elementary,,,1
11613,Butyraldehyde,elementary,,,1
11614,HALOSULFURON,elementary,,,1
11615,SAFLUFENACIL,elementary,,,1
11616,ETOXAZOLE,elementary,,,1
11617,Pyridaben,elementary,,,1
11618,Phenol,elementary,,,1
11619,Diazinon,elementary,,,1
11620,Pyrimethanil,elementary,,,1
11621,FORMETANATE HYDROCHLORIDE,elementary,,,1
11622,CALCIUM POLYSULFIDE,elementary,,,1
11623,"2-PHENYLPHENOL, SODIUM SALT",elementary,,,1
11624,Iprodion,elementary,,,1
11625,Maneb,elementary,,,1
11626,NITROGEN TRIFLUORIDE,elementary,,,1
11627,CLORANSULAM-METHYL,elementary,,,1
11628,"Benzene, pentachloro-",elementary,,,1
11629,Starane,elementary,,,1
11630,hexane,elementary,,,1
11631,Ethylene glycol,elementary,,,1
11632,DINOTEFURAN,elementary,,,1
11633,"Hydrazine, methyl-",elementary,,,1
11634,"Indeno(1,2,3-cd)pyrene",elementary,,,1
11635,2-(2-BUTOXYETHOXY) ETHYL ACETATE,elementary,,,1
11636,DICAMBA SODIUM SALT,elementary,,,1
11637,Myclobutanil,elementary,,,1
11638,Imazamox,elementary,,,1
11639,CYANAMIDE,elementary,,,1
11640,"(2,4-DICHLOROPHENOXY)ACETIC ACID COMPD. WITH 2,2-IMINOBIS[ETHANOL] (1:1)",elementary,,,1
11641,EPTC,elementary,,,1
11642,Glufosinate-ammonium,elementary,,,1
11643,METHYL ANTHRANILATE,elementary,,,1
11644,FENAMIDONE,elementary,,,1
11645,aluminum-phosphide,elementary,,,1
11646,PYRETHRIN I,elementary,,,1
11647,CLOFENTEZINE,elementary,,,1
11648,SPINETORAM-J,elementary,,,1
11649,Ferbam,elementary,,,1
11650,Parathion-methyl,elementary,,,1
11651,2-METHOXYETHYL ACETATE,elementary,,,1
11652,hexazinone,elementary,,,1
11653,carbon tetrachloride,elementary,,,1
11654,Thiobencarb,elementary,,,1
11655,"Methane, bromo-, Halon 1001",elementary,,,1
11656,"N,N-DIMETHYLANILINE",elementary,,,1
11657,Pyrithiobac sodium salt,elementary,,,1
11658,QUINOLINE,elementary,,,1
11659,IMAZAPIC,elementary,,,1
11660,"2,4-D, ISOPROPYLAMINE SALT",elementary,,,1
11661,mercury,elementary,,,1
11662,COPPER OXYCHLORIDE,elementary,,,1
11663,2-chlorophenol,elementary,,,1
11664,REYNOUTRIA SACHALINE,elementary,,,1
11665,BUTYL ACRYLATE,elementary,,,1
11666,Zeolites,elementary,,,1
